"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","avg_vol","pe_ratio_ttm","market_cap_millions","price_book_mrq","enterprise_value_ebitda","total_cash_per_share_mrq","total_debt_equity_mrq","book_value_per_share_mrq","enterprise_value_millions","float_millions","levered_free_cash_flow_ttm_millions","shares_outstanding_millions","percent_held_by_insiders_percent","trailing_annual_dividend_yield_percent","profit_margin_percent","operating_margin_ttm_percent","quarterly_revenue_growth_yoy_percent","return_on_equity_ttm_percent"
"305","IPT.AX","Impact Minerals","Impact Minerals Limited is engaged in the exploration for deposits of uranium, nickel, gold and platinum group elements. The Company operates through three segments: Australia, Africa and Turkey. The Company's project in Africa is Botswana Uranium Project, and in Australia includes the Mulga Tank Project, the Broken Hill Project, the Commonwealth Project and Clermont Project. The Botswana Uranium Project consists of over two prospecting licenses covering an area of approximately 1,390.6 square kilometers within the uranium province of central Botswana. The Mulga Tank Project covers an area of over 425 square kilometers in the emerging nickel province of southwest Western Australia. The Broken Hill Project is located approximately 20 kilometers east of the Broken Hill silver-lead-zinc mine in New South Wales. The Commonwealth Project is located approximately 95 kilometers north of Orange in New South Wales. The Clermont Project is located over 20 kilometers south east of Clermont.",2021-02-12,0.02,0.03,0,0.02,0,5101493,0,42.74,2.67,-24.08,0,0,0.01,27.16,1210,-1.16,1780,27.3,0,0,-6184.77,-54.3,-13.35
"306","ICG.AX","Inca Minerals","Inca Minerals Limited is an Australia-based company engaged in conducting exploration and evaluation work on existing and newly acquired tenements. It is an exploration company, which is focused on finding, developing and/or demonstrating the potential of projects to others. The Company operates its projects in Peru and Australia, which includes the Riqueza, Cerro Rayas zinc-silver-lead (Zn-Ag-Pb), MaCauley Creek Porphyry, Frewena and Lorna May Project. Its Riqueza is occurs within the Miocene Porphyry-skarn Mineral Belt and the Chonta Mineral Belt. The Cerro Rayas project is located approximately 15 kilometers (km) of northeast (NE) of Riqueza. The Cerro Rayas Project hosts zinc, silver and lead mineralization prospects. The MaCauley Creek Project (Mac Creek) is considered as prospective for copper, gold and porphyry mineralization prospects. Its Lorna May Project (Lorna May) is located approximately 325 kilometers (km) east of Alice Springs in the Northern Territory.",2021-02-12,0.08,0.1,0.02,0.06,0,1624670,0,27.37,2.21,-13.28,0,0.64,0.03,15.22,171.91,-2.75,374.97,14.56,0,0,-3252.64,-87.1,-22.28
"307","IPL.AX","Incitec Pivot","Incitec Pivot Limited is engaged in the manufacture and distribution of industrial explosives, industrial chemicals and fertilizers, and the provision of related services. The Company segments include Asia Pacific, Americas and Corporate. Its Asia Pacific segment includes Incitec Pivot Fertilizers (IPF), Southern Cross International (SCI) and Dyno Nobel Asia Pacific (DNAP). IPF manufactures and distributes fertilizers in Eastern Australia. SCI manufactures ammonium phosphates and is a distributor of its manufactured fertilizer product to wholesalers in Australia and the export market. DNAP manufactures and sells industrial explosives and related products and services to the mining industry in the Asia Pacific region and Turkey. Its Americas segment includes Dyno Nobel Americas (DNA), which manufactures and sells industrial explosives and related products and services to the mining, quarrying and construction industries in the Americas (the United States, Canada, Mexico and Chile).",2021-02-12,2.64,3.2,1.56,2.2,0,6658173,36.9,5089,0.98,10.49,0.33,40.71,2.68,6480,1940,245.06,1940,0.12,1.32,3.1,7.75,-4.2,2.49
"308","IDA.AX","Indiana Resources Limited","Indiana Resources Limited is an Australia-based gold exploration company. The Company is focused on advancing its portfolio of exploration tenements in the prospective Central Gawler Craton Gold Province in South Australia. The Company operates in South Australia, Mali and Tanzania. The Company’s South Australia Projects include Lake Labyrinth Shear Zone, Double Dutch, Earea Dam and Boomerang Project. The Company’s activities are focused on two prospective gold exploration licences in western Mali, located in the prolifically gold mineralized Kenieba Province, approximately 550 kilometers (km) west of the capital city of Bamako. The Company also holds interest in The Ntaka Hill Nickel Project, which is an advanced nickel sulfide project.",2021-02-12,0.07,0.08,0.02,0.05,0,179340,0,18.33,0,-5.9,0,0,0,14.8,132.51,0.74,269.56,48.39,0,0,-14597.83,2300,-533.73
"309","INF.AX","Infinity Lithium Corporation Limited","Infinity Lithium Corporation Limited, formerly Plymouth Minerals Limited, is an exploration and development company. The Company is engaged in the exploration and evaluation of its potash, lithium, tungsten and tin holdings. Its principal assets are its potash projects in Gabon and the San Jose Lithium deposit in Spain. Its segments include Australia and Spain. The Mamana Project covers over 220 square kilometers and is located over 100 kilometers southeast of Libreville, along the Ogooue River. The Banio Project covers approximately 1,240 square kilometers and is centered over 450 kilometers to the south of Libreville along the Atlantic coast. The project covers sediments within the potash-bearing Congo Basin, which spans the Republic of Congo-Gabon border. Its Morille covers over 60 square kilometers of pasture and open farmland and includes a range of tungsten and tin mines.",2021-02-12,0.25,0.28,0.03,0.12,0,2056456,0,73.57,23,-34.73,0,0,0.01,62.81,214.96,-0.54,319.88,31.11,0,0,-1170.12,0,-85.95
"310","IVR.AX","Investigator Resources","Investigator Resources Limited is an Australia-based mineral exploration company. The Company is focused on the opportunities for Greenfields silver-lead, copper-gold and nickel discoveries offered by the minerals frontier of the southern Gawler Craton on South Australia's northern Eyre and Yorke Peninsulas. It holds a portfolio of exploration tenements in South Australia and is focused on advancing the shallow Paris silver deposit to an indicated mineral resource. Its projects include Paris-Nankivel area for further epithermal silver and associated skarn and conceptual porphyry copper-gold targets in the mineral system; Diomedes with Archaean ultramafic and nickel intersected in the underlying basement geology near Paris; Thurlga JV containing silver, gold and copper targets on the tenement adjacent to Paris; Uno/Morgans epithermal silver copper and nickel in the basement of probable Archaean age approximately 100 kilometers east of Paris, and Maslins Project.",2021-02-12,0.09,0.12,0.01,0.06,0,7414452,0,80.34,4.13,-94.6,0,0.58,0.02,89.35,917.89,3.02,1320,6.77,0,0,-17794.94,0,-56.19
"311","INR.AX","ioneer Ltd","ioneer Ltd is a lithium-boron supplier. The Company is focused on its Rhyolite Ridge Lithium-Boron Project (Rhyolite Ridge) in Nevada, United States. Rhyolite Ridge is a lithium and boron deposit.",2021-02-12,0.47,0.48,0.07,0.2,0,4988767,0,809.23,6.23,-94.73,0.02,0.26,0.08,769.38,937.52,-48.49,1690,34.72,0,0,0,0,-4.83
"312","IXR.AX","Ionic Rare Earths Limited","Ionic Rare Earths Limited, formerly Oro Verde Limited, is an Australia-based mineral exploration company. The Company is engaged in investing in mining and resource sector. The Company conducts its operations in Australia and Nicaragua. The Company operates Makuutu project, which is an ionic clay deposits. Makuutu project comprises three licenses covering approximately 132 square kilometers located some 40-kilometer (km) east of the regional center of Jinja and 120 km east of the capital city of Kampala in eastern Uganda. The Makuutu Rare Earths mineralization occurs from surface to depths of 15-20 meters.",2021-02-12,0.04,0.05,0,0.02,0,23419217,0,127.58,22.5,-64.97,0,0,0,96.43,1540,-0.5,2840,33.32,0,0,0,0,-71.39
"313","IRD.AX","Iron Road Limited","Iron Road Limited is engaged in the exploration and evaluation of iron ore interests at its principal project, the Central Eyre Iron Project (CEIP) in South Australia. The Company's Central Eyre Iron Project is located on the Eyre Peninsula of South Australia and is a collection of three iron occurrences, which include Warramboo, Kopi and Hambidge. The Company's other project is Gawler Iron Project (GIP), which is located approximately 25 kilometers north of the standard gauge Trans-Australian Railway that connects to the Central Australia Railway at Tarcoola. The Gawler Iron Project covers approximately 3,380 square kilometers and includes over 10 areas of known iron occurrences, including the Mt Christie deposit. The Company's subsidiaries include IRD Corporate Services Pty Ltd, IRD Group Finance Pty Ltd, IRD Port Assets Midco Pty Ltd, IRD Port Assets Holdings Pty Ltd and IRD Rail Assets Holdings Pty Ltd, among others.",2021-02-12,0.3,0.4,0.04,0.15,0,160625,0,230.44,1.69,-125.33,0,6.49,0.18,215.76,134.41,-1.7,768.13,6.49,0,0,-3486.79,137.7,-1.42
"314","IBG.AX","Ironbark Zinc Limited","Ironbark Zinc Limited is an Australia-based company engaged in the exploration and evaluation of its zinc and gold ground holdings. The Company's segments include Australia and Greenland. The Company mineral assets in Australia include over two base and precious metal projects in New South Wales (NSW). Its Australian projects include Captains Flat, Fiery Creek and Fiery Creek North. The Company's Greenland projects Citronen, Mestersvig and Washington Land. The Citronen Zinc-Lead Project is located in northern Greenland. The Mestersvig Base Metal Project in eastern Greenland includes over three exploration licenses, which contain the Blyklippen Zinc-Lead Mine and the outcropping Sortebjerg Zinc-Lead Prospect. The Washington Land Project in North West Greenland contains the Cass Fjord base and precious metals prospect. The Captains Flat Project contains the Lake George Mine and together with the adjoining Peakview project, which contains several base and precious metal prospects.",2021-02-12,0.03,0.04,0,0.02,0,4374475,0,28.53,0.49,-27.56,0,0,0.06,24.56,464.48,-0.63,940.55,46.09,0,0,0,0,-2.6
"315","JDR.AX","Jadar Resources Limited","Jadar Resources Limited, formerly known as Jadar Lithium Limited, is an Australia-based minerals exploration and development company. The Company is focused on exploration of mineral deposits, specifically exploration for high grade lithium resources in Serbia and Austria. Its projects include Weinebene project, Eastern Alps project, Cer Project, Vranje Project and Rekovac Project. The Weinebene project surrounds Wolfsberg lithium deposit, which is an advanced lithium pre-development project. Eastern Alps project has approximately 76 licenses and high value lithium targets. The Cer project is focused on pegmatite hosted lithium and tin mineralization. Vranje Project hosts a sedimentary basin with hydrothermal to metasomatically altered volcanogenic-sedimentary deposits. Rekovac Project has hydrothermal sedimentary deposits.",2021-02-12,0.03,0.05,0.01,0.03,0,5820523,0,26.21,6.17,-22.09,0,0,0.01,19.73,414.89,-0.61,708.48,42.67,0,0,-227958.45,-11.3,-53.61
"316","JHX.AX","James Hardie","James Hardie Industries Plc is a manufacturer of fiber cement products and systems for internal and external building construction applications. Its operating segments are North America and Europe Fiber Cement, and Asia Pacific Fiber Cement. It manufactures a range of fiber cement building materials for both internal and external use across a range of applications, including: external siding, internal walls, floors, ceilings, soffits, trim, fencing, decking and facades. In the United States and Canada, the largest application for fiber cement building products is in external siding for the residential building industry. The external siding market includes various cladding types, including fiber cement, vinyl, natural wood, hardboard, brick, stucco and stone. In the Asia Pacific region, it principally sells into the Australian, New Zealand and Philippines markets, with the residential building industry representing the principal market for fiber cement products.",2021-02-12,40.7,43.65,12.54,34.71,0,1048061,108.55,18322,14.34,26.72,1.36,104.65,2.88,19060,443,506.09,444.17,10.17,0,6.17,20.84,19.8,14.64
